TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes
LES TONTONS FLINGUEURS,2022-01-02,France 2,France,3.535,16.0,Sunday,oui,tt0057591,7.7,6773
ADIEU LES CONS,2022-09-11,France 2,France,3.513,15.8,Sunday,non,tt10196398,6.7,7255
FETE DE FAMILLE,2022-02-06,France 2,France,3.319,15.1,Sunday,oui,tt8080196,6.0,1359
LES INVISIBLES,2022-02-27,France 2,France,3.285,15.6,Sunday,non,tt8633950,6.6,1657
LA CHANCE DE MA VIE,2022-11-27,France 2,France,3.219,14.1,Sunday,non,tt1667100,6.1,2755
LA BONNE EPOUSE,2022-02-21,France 3,France,3.01,13.7,Monday,oui,tt10441958,5.8,2321
LA CHEVRE,2022-08-22,France 3,France,2.794,13.5,Monday,oui,tt0082183,7.3,11058
MON PETIT DOIGT M'A DIT...,2022-03-03,France 3,France,2.793,12.6,Thursday,non,tt0445570,5.8,1303
L AILE OU LA CUISSE,2022-12-22,France 3,France,2.667,12.9,Thursday,oui,tt0074103,7.2,12760
UN LONG DIMANCHE DE FIANCAILLES,2022-01-20,France 3,France,2.629,12.5,Thursday,non,tt0344510,7.6,76602
ET POUR QUELQUES DOLLARS DE PLUS,2022-07-25,France 3,Europe,2.605,14.7,Monday,oui,tt0059578,8.2,283424
UNE INTIME CONVICTION,2022-11-28,France 3,France,2.575,12.0,Monday,non,tt7799386,6.8,1735
LE CRIME EST NOTRE AFFAIRE,2022-02-24,France 3,France,2.533,11.2,Thursday,non,tt1206478,6.0,1219
PHILOMENA,2022-03-14,France 3,Europe,2.491,11.5,Monday,non,tt2431286,7.6,104876
LES COMPERES,2022-08-15,France 3,France,2.469,14.0,Monday,oui,tt0085354,6.9,6949
LA BONNE ANNEE,2022-01-03,France 5,France,1.376,6.3,Monday,oui,tt0069815,7.3,2075
UN JOUR SANS FIN,2022-02-18,France 5,Etats-Unis,1.31,6.3,Friday,oui,tt0107048,8.0,703897
LE CRABE TAMBOUR,2022-04-22,France 5,France,1.051,5.1,Friday,oui,tt0075885,7.0,964
DANS LA CHALEUR DE LA NUIT,2022-01-17,France 5,Etats-Unis,1.033,4.5,Monday,non,tt0061811,7.9,85775
TOUT FEU TOUT FLAMME,2022-12-16,France 5,France,1.013,4.9,Friday,non,tt0083219,6.1,931
RAISON ET SENTIMENTS,2022-09-30,France 5,Europe,0.961,5.0,Friday,non,tt0114388,7.7,129399
HOPE AND GLORY,2022-02-11,France 5,Europe,0.953,4.5,Friday,oui,tt0093209,7.3,15148
HEAT,2022-03-18,France 5,Etats-Unis,0.951,5.6,Friday,non,tt0113277,8.3,741145
DIABOLO MENTHE,2022-03-25,France 5,France,0.944,4.6,Friday,non,tt0075939,7.0,1724
PHILADELPHIA,2022-12-02,France 5,Etats-Unis,0.908,4.5,Friday,non,tt0107818,7.7,263789
QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU,2022-04-03,TF1,France,7.822,34.0,Sunday,non,tt2800240,7.0,46366
RAID DINGUE,2022-01-30,TF1,France,6.163,29.0,Sunday,non,tt5736696,5.6,4646
LES BRONZES FONT DU SKI,2022-02-15,TF1,France,4.834,21.9,Tuesday,oui,tt0078907,7.4,9478
ALIBI.COM,2022-02-06,TF1,France,4.815,22.1,Sunday,oui,tt5657028,6.5,10494
LE DINER DE CONS,2022-06-26,TF1,France,4.81,23.7,Sunday,non,tt0119038,7.6,45526
RIEN A DECLARER,2022-05-22,TF1,France,4.803,24.9,Sunday,non,tt1528313,6.4,15530
JURASSIC WORLD FALLEN KINGDOM,2022-06-05,TF1,Etats-Unis,4.782,24.9,Sunday,non,tt4881806,6.1,354036
LA CHTITE FAMILLE,2022-09-04,TF1,France,4.706,23.6,Sunday,oui,tt6859418,5.8,4717
SPIDER-MAN FAR FROM HOME,2022-02-13,TF1,Etats-Unis,4.674,22.8,Sunday,oui,tt6320628,7.4,581817
ON A RETROUVE LA 7E COMPAGNIE,2022-06-30,TF1,France,4.625,23.5,Thursday,non,tt0075007,6.7,1922
QU EST-CE QU ON A FAIT AU BON DIEU,2022-05-25,TMC,France,1.796,8.7,Wednesday,non,tt2800240,7.0,46366
LES TUCHE,2022-04-13,TMC,France,1.53,7.2,Wednesday,oui,tt1793931,5.4,4063
LE DINER DE CONS,2022-10-19,TMC,France,1.488,7.4,Wednesday,non,tt0119038,7.6,45526
LES TUCHE 2 LE REVE AMERICAIN,2022-04-24,TMC,France,1.446,6.6,Sunday,oui,tt4926538,4.9,1973
HARRY POTTER ET LES RELIQUES DE LA MORT ,2022-12-29,TMC,Europe,1.445,7.7,Thursday,oui,tt4926538,4.9,1973
THOR RAGNAROK,2022-02-07,TMC,Etats-Unis,1.387,7.8,Monday,oui,tt3501632,7.9,840843
LES VACANCES DE DUCOBU,2022-07-20,TMC,France,1.359,7.2,Wednesday,oui,tt2011961,4.3,610
QU EST CE QU ON A ENCORE FAIT AU BON DIEU,2022-09-22,TMC,France,1.318,6.8,Thursday,non,tt2800240,7.0,46366
CAPTAIN AMERICA CIVIL WAR,2022-02-21,TMC,Etats-Unis,1.297,6.8,Monday,oui,tt3498820,7.8,874353
MECHANIC RESURRECTION,2022-04-11,TMC,Etats-Unis,1.254,6.4,Monday,oui,tt3522806,5.7,96571
MOI MOCHE ET MECHANT III,2022-11-10,TFX,Etats-Unis,1.056,4.9,Thursday,non,tt3469046,6.3,164402
WASABI,2022-02-22,TFX,France,1.008,4.2,Tuesday,non,tt0281364,6.6,43760
INSPECTEUR LABAVURE,2022-08-17,TFX,France,0.949,5.2,Wednesday,oui,tt0080929,6.2,2229
MISSION IMPOSSIBLE II,2022-08-30,TFX,Etats-Unis,0.943,5.0,Tuesday,oui,tt0120755,6.1,386205
SPEED,2022-04-29,TFX,Etats-Unis,0.94,4.7,Friday,non,tt0111257,7.3,402464
LA STRATEGIE ENDER,2022-05-24,TFX,Etats-Unis,0.932,4.4,Tuesday,non,tt1731141,6.6,258339
LE TRANSPORTEUR 3,2022-11-24,TFX,France,0.915,4.5,Thursday,non,tt1129442,6.1,179862
LE TRANSPORTEUR II,2022-04-19,TFX,France,0.914,3.9,Tuesday,oui,tt0388482,6.3,219158
LE TRANSPORTEUR II,2022-11-17,TFX,France,0.894,4.3,Thursday,non,tt0388482,6.3,219158
MOI MOCHE ET MECHANT II,2022-11-03,TFX,Etats-Unis,0.874,4.3,Thursday,oui,tt1690953,7.3,438012
L'ARME FATALE 4,2022-03-31,TF1 Séries Films,Etats-Unis,1.11,5.5,Thursday,non,tt0122151,6.6,175212
SISSI FACE A SON DESTIN,2022-01-09,TF1 Séries Films,Europe,0.939,4.5,Sunday,non,tt0050974,6.6,6207
L ARME FATALE,2022-03-10,TF1 Séries Films,Etats-Unis,0.878,3.9,Thursday,non,tt0093409,7.6,283376
CATWOMAN,2022-03-03,TF1 Séries Films,Etats-Unis,0.869,3.9,Thursday,non,tt0327554,3.4,127994
SISSI IMPERATRICE,2022-01-02,TF1 Séries Films,Europe,0.844,3.8,Sunday,oui,tt0049762,6.6,7592
LE FUGITIF,2022-06-13,TF1 Séries Films,Etats-Unis,0.815,4.0,Monday,non,tt0106977,7.8,327806
"I, ROBOT",2022-01-13,TF1 Séries Films,Etats-Unis,0.771,3.4,Thursday,non,tt0343818,7.1,589082
L'ARME FATALE 2,2022-03-17,TF1 Séries Films,Etats-Unis,0.758,3.5,Thursday,non,tt0097733,7.3,193347
SEVEN,2022-10-16,TF1 Séries Films,Etats-Unis,0.754,4.0,Sunday,non,tt0114369,8.6,1866337
TANGO ET CASH,2022-04-28,TF1 Séries Films,Etats-Unis,0.74,3.4,Thursday,non,tt0098439,6.4,116188
ASTERIX LE SECRET DE LA POTION MAGIQUE,2022-12-26,M6,France,3.629,17.4,Monday,oui,tt8001346,6.7,11826
LE ROI LION,2022-04-17,M6,Etats-Unis,3.321,16.2,Sunday,oui,tt0110357,8.5,1181129
ASTERIX ET OBELIX AU SERVICE DE SA MAJESTE,2022-04-10,M6,France,3.224,15.2,Sunday,oui,tt1597522,5.3,17095
A FOND,2022-02-28,M6,France,2.971,13.6,Monday,non,tt4993964,5.8,3824
JOYEUSE RETRAITE,2022-07-15,M6,France,2.964,18.0,Friday,oui,tt9454778,5.4,1107
KINGSMAN SERVICES SECRETS,2022-01-03,M6,Europe,2.814,13.9,Monday,oui,tt2802144,7.7,739743
RATATOUILLE,2022-12-30,M6,Etats-Unis,2.744,13.3,Friday,oui,tt0382932,8.1,863636
ASTERIX LE DOMAINE DES DIEUX,2022-12-19,M6,France,2.588,11.4,Monday,oui,tt3759416,6.9,15835
TOP GUN,2022-05-19,M6,Etats-Unis,2.578,11.5,Thursday,non,tt0092099,6.9,517986
LE LIVRE DE LA JUNGLE ,2022-12-23,M6,Etats-Unis,2.491,12.6,Friday,oui,tt3040964,7.3,296779
DIE HARD 4 - RETOUR EN ENFER,2022-12-05,W9,Etats-Unis,1.619,8.9,Monday,non,tt0337978,7.1,426225
LA CHUTE DE LONDRES,2022-01-24,W9,Etats-Unis,1.525,6.6,Monday,non,tt3300542,5.9,173398
SISTER ACT ACTE II,2022-01-20,W9,Etats-Unis,1.472,6.7,Thursday,non,tt0108147,5.7,60514
58 MINUTES POUR VIVRE,2022-11-21,W9,Etats-Unis,1.433,7.3,Monday,non,tt0099423,7.1,392585
DIE HARD 4 - RETOUR EN ENFER,2022-03-28,W9,Etats-Unis,1.427,7.0,Monday,non,tt0337978,7.1,426225
UNE JOURNEE EN ENFER,2022-11-28,W9,Etats-Unis,1.414,7.2,Monday,non,tt0112864,7.6,416392
DIE HARD BELLE JOURNEE POUR MOURIR,2022-04-04,W9,Etats-Unis,1.409,6.3,Monday,non,tt1606378,5.2,217916
JOYEUSE RETRAITE,2022-09-18,W9,France,1.317,6.1,Sunday,non,tt9454778,5.4,1107
SISTER ACT,2022-01-13,W9,Etats-Unis,1.246,5.4,Thursday,non,tt0105417,6.5,111864
DIE HARD BELLE JOURNEE POUR MOURIR,2022-12-12,W9,Etats-Unis,1.211,5.4,Monday,non,tt1606378,5.2,217916
ZOOTOPIE,2022-12-28,6ter,Etats-Unis,1.14,5.5,Wednesday,oui,tt2948356,8.0,568116
CROCODILE DUNDEE II,2022-03-09,6ter,Autres,1.071,4.8,Wednesday,non,tt0092493,5.7,61902
LE LIVRE DE LA JUNGLE ,2022-04-27,6ter,Etats-Unis,1.027,4.6,Wednesday,non,tt3040964,7.3,296779
CROCODILE DUNDEE,2022-03-02,6ter,Autres,0.862,3.8,Wednesday,non,tt0090555,6.6,118699
LA BELLE ET LA BETE,2022-05-04,6ter,Etats-Unis,0.84,3.9,Wednesday,non,tt0101414,8.0,488081
VAIANA LA LEGENDE DU BOUT DU MONDE,2022-02-13,6ter,Etats-Unis,0.787,3.5,Sunday,oui,tt3521164,7.6,402407
LE FLIC DE BEVERLY HILLS,2022-09-28,6ter,Etats-Unis,0.773,3.8,Wednesday,non,tt0086960,7.4,220975
LE GENDARME A NEW YORK,2022-08-16,6ter,France,0.739,4.1,Tuesday,oui,tt0060450,6.4,8674
OSS 117 RIO NE REPOND PLUS,2022-04-06,6ter,France,0.738,3.2,Wednesday,non,tt1167660,6.8,16986
IRON MAN,2022-05-22,6ter,Etats-Unis,0.698,3.7,Sunday,non,tt0371746,7.9,1154324
JUMANJI,2022-02-11,Gulli,Etats-Unis,0.774,3.7,Friday,oui,tt0113497,7.1,389288
LE GRINCH,2022-12-20,Gulli,Etats-Unis,0.708,3.2,Tuesday,oui,tt0170016,6.4,307755
ASTERIX ET LES VIKINGS,2022-11-18,Gulli,France,0.706,3.2,Friday,non,tt0371552,6.0,12954
WILLOW,2022-11-29,Gulli,Etats-Unis,0.638,3.1,Tuesday,non,tt0096446,7.2,132396
ASTERIX ET LA SURPRISE DE CESAR,2022-11-11,Gulli,France,0.612,2.9,Friday,non,tt0088748,6.8,10799
ASTERIX ET LE COUP DU MENHIR,2022-11-04,Gulli,France,0.59,2.8,Friday,oui,tt0096842,6.4,9033
SHREK,2022-06-10,Gulli,Etats-Unis,0.576,2.8,Friday,non,tt0126029,7.9,758473
LES SCHTROUMPFS ET LE VILLAGE PERDU,2022-04-26,Gulli,Etats-Unis,0.574,2.4,Tuesday,non,tt2398241,6.0,25213
CHICKEN RUN,2022-10-29,Gulli,Europe,0.565,2.7,Saturday,oui,tt0120630,7.1,216721
HOTEL TRANSYLVANIE,2022-10-25,Gulli,Etats-Unis,0.519,2.2,Tuesday,oui,tt0837562,7.0,291760
TOP GUN MAVERICK,2022-12-22,Canal +,,1.352,6.3,Thursday,oui,tt1745960,8.2,748789
LE SECRET DE LA CITE PERDUE,2022-11-04,Canal +,,1.167,5.2,Friday,oui,tt13320622,6.1,166874
IRREDUCTIBLE,2022-12-30,Canal +,,1.1,4.9,Friday,oui,tt13639204,6.1,2095
MOURIR PEUT ATTENDRE,2022-04-16,Canal +,Europe,0.993,5.0,Saturday,oui,tt2382320,7.3,458826
ENCANTO LA FANTASTIQUE FAMILLE MADRIGAL,2022-08-12,Canal +,Etats-Unis,0.982,6.0,Friday,oui,tt2953050,7.2,275261
OSS 117 ALERTE ROUGE EN AFRIQUE NOIRE,2022-04-01,Canal +,France,0.959,4.2,Friday,non,tt7972012,5.8,6205
JUNGLE CRUISE,2022-05-13,Canal +,Etats-Unis,0.917,4.7,Friday,non,tt0870154,6.6,218420
UNCHARTED,2022-10-07,Canal +,Autres,0.764,3.7,Friday,non,tt1464335,6.3,273200
SONIC 2 LE FILM,2022-10-28,Canal +,Etats-Unis,0.763,3.6,Friday,oui,tt12412888,6.5,96849
BAC NORD,2022-02-18,Canal +,France,0.763,3.5,Friday,oui,tt10404944,6.9,14331
SANS MOBILE APPARENT,2022-06-19,C8,France,1.084,5.6,Sunday,non,tt0069219,6.3,992
LES ENFANTS DU MARAIS,2022-01-23,C8,France,1.022,5.0,Sunday,non,tt0167926,7.4,3201
MAIGRET VOIT ROUGE,2022-06-12,C8,France,1.007,5.0,Sunday,non,tt0057278,6.2,742
JASON BOURNE,2022-09-05,C8,Etats-Unis,0.911,4.8,Monday,non,tt4196776,6.6,247549
AMELIE AU PAYS DES BODIN'S,2022-04-11,C8,France,0.899,4.3,Monday,oui,tt1636727,5.1,59
LA BATAILLE DE MIDWAY,2022-05-03,C8,Etats-Unis,0.87,4.7,Tuesday,non,tt0074899,6.8,22149
LES MUNICIPAUX CES HEROS,2022-01-10,C8,France,0.869,3.9,Monday,non,tt7769530,4.4,313
MORT OU VIF,2022-11-29,C8,Etats-Unis,0.869,4.2,Tuesday,non,tt0114214,6.5,106119
MARY,2022-11-21,C8,Etats-Unis,0.847,4.3,Monday,non,tt4481414,7.6,144990
SERAPHIM FALLS,2022-12-06,C8,Etats-Unis,0.847,4.1,Tuesday,non,tt0479537,6.6,35371
RAMBO II,2022-03-30,CStar,Etats-Unis,0.781,3.4,Wednesday,non,tt0089880,6.5,187156
RAMBO,2022-03-23,CStar,Etats-Unis,0.731,3.2,Wednesday,non,tt0083944,7.7,284413
TERMINATOR 2,2022-05-11,CStar,Etats-Unis,0.725,3.7,Wednesday,non,tt0103064,8.6,1211956
RAMBO III,2022-04-06,CStar,Etats-Unis,0.689,2.9,Wednesday,non,tt0095956,5.8,143339
G.I. JOE CONSPIRATION,2022-03-02,CStar,Etats-Unis,0.616,2.7,Wednesday,non,tt1583421,5.7,189046
TERMINATOR 2,2022-10-12,CStar,Etats-Unis,0.612,3.3,Wednesday,non,tt0103064,8.6,1211956
LA DERNIERE LEGION,2022-03-16,CStar,France,0.601,2.7,Wednesday,non,tt0462396,5.4,37489
LES RIVIERES POURPRES 2 LES ANGES DE L'APOCALYPSE ,2022-02-02,CStar,France,0.559,2.6,Wednesday,non,tt0337103,5.9,22054
STAR TREK SANS LIMITES,2022-11-09,CStar,Etats-Unis,0.541,2.6,Wednesday,non,tt2660888,7.0,262637
TRANSFORMERS L'AGE DE L'EXTINCTION,2022-10-26,CStar,Etats-Unis,0.514,2.8,Wednesday,oui,tt2109248,5.6,337480
OTAGE,2022-01-26,NRJ12,Etats-Unis,1.21,5.8,Wednesday,non,tt0340163,6.5,114334
SALT,2022-10-11,NRJ12,Etats-Unis,0.842,3.8,Tuesday,non,tt0944835,6.5,335052
ENTRE AMIS,2022-07-05,NRJ12,France,0.828,4.4,Tuesday,non,tt4246850,4.9,811
LE CONTRAT,2022-10-04,NRJ12,Etats-Unis,0.812,3.8,Tuesday,non,tt0091828,5.6,38804
THE WAVE,2022-01-25,NRJ12,Europe,0.754,3.3,Tuesday,non,tt3616916,6.6,44105
DEUX HEURES MOINS LE QUART AVANT J.C.,2022-08-02,NRJ12,France,0.746,4.6,Tuesday,oui,tt0083824,5.8,1811
LA PROPHETIE DE L HORLOGE,2022-11-01,NRJ12,Autres,0.716,3.2,Tuesday,oui,tt2119543,6.1,56848
HORSE SOLDIERS,2022-05-17,NRJ12,Etats-Unis,0.705,3.5,Tuesday,non,tt1413492,6.5,94873
KINGDOM OF HEAVEN,2022-06-29,NRJ12,Europe,0.702,3.9,Wednesday,non,tt0320661,7.3,327073
LE PRIX A PAYER,2022-07-19,NRJ12,France,0.636,3.4,Tuesday,oui,tt0117603,6.9,19107
LES PLEINS POUVOIRS,2022-04-07,Chérie 25,Etats-Unis,1.065,4.9,Thursday,non,tt0118548,6.7,61611
CREANCE DE SANG,2022-04-21,Chérie 25,Etats-Unis,0.923,4.3,Thursday,oui,tt0309377,6.4,48840
JUGE COUPABLE,2022-04-14,Chérie 25,Etats-Unis,0.902,4.4,Thursday,oui,tt0139668,6.6,39347
ARBITRAGE,2022-10-13,Chérie 25,Etats-Unis,0.87,4.5,Thursday,non,tt1764183,6.6,55801
LE PIC DE DANTE,2022-11-03,Chérie 25,Etats-Unis,0.863,4.3,Thursday,oui,tt0118928,6.0,102035
AU NOM DE MA FILLE,2022-11-17,Chérie 25,France,0.827,4.0,Thursday,non,tt4228810,7.1,3706
ROBIN DES BOIS PRINCE DES VOLEURS,2022-09-29,Chérie 25,Europe,0.764,4.3,Thursday,non,tt0102798,6.9,213313
LE MAJORDOME,2022-02-17,Chérie 25,Etats-Unis,0.667,3.2,Thursday,oui,tt1327773,7.2,120986
EFFETS SECONDAIRES,2022-12-15,Chérie 25,Etats-Unis,0.609,3.1,Thursday,non,tt2053463,7.1,199633
BONE COLLECTOR,2022-10-06,Chérie 25,Etats-Unis,0.581,3.0,Thursday,non,tt0145681,6.7,190818
SIERRA TORRIDE,2022-11-20,Arte,Etats-Unis,1.894,8.6,Sunday,non,tt0065134,7.0,31605
L'EPREUVE DE FORCE,2022-02-13,Arte,Etats-Unis,1.68,7.5,Sunday,oui,tt0076070,6.4,25762
ALICE ET LE MAIRE,2022-04-27,Arte,France,1.614,7.0,Wednesday,non,tt8903840,6.4,2834
LE MYSTERE DE LA CHAMBRE JAUNE,2022-01-19,Arte,France,1.612,7.5,Wednesday,non,tt0356922,6.3,1912
ROUBAIX UNE LUMIERE,2022-10-17,Arte,France,1.608,6.7,Monday,non,tt8359840,6.3,2568
LES 3 JOURS DU CONDOR,2022-12-04,Arte,Etats-Unis,1.599,7.1,Sunday,non,tt0073802,7.4,64769
LE BOSSU,2022-12-28,Arte,France,1.509,7.4,Wednesday,oui,tt0118756,6.9,3938
LA FILLE COUPEE EN DEUX,2022-02-02,Arte,France,1.505,6.8,Wednesday,non,tt0901485,6.2,3826
POUR UNE FEMME,2022-11-30,Arte,France,1.49,6.6,Wednesday,non,tt2176786,6.6,923
L'HOMME DES HAUTES PLAINES,2022-08-28,Arte,Etats-Unis,1.48,7.5,Sunday,oui,tt0068699,7.4,66430
ANTOINETTE DANS LES CEVENNES,2023-05-21,France 2,FRANCE,5.758382,27.5,Sunday,non,tt11013434,6.5,4059
BOITE NOIRE,2023-11-19,France 2,FRANCE,5.523346,26.6,Sunday,non,tt10341034,7.2,16965
LES VETOS,2023-02-19,France 2,FRANCE,4.6575,22.0,Sunday,oui,tt9041586,5.9,619
LA DARONNE,2023-03-19,France 2,FRANCE,4.1975,20.0,Sunday,non,tt9288726,6.3,3721
LES AVENTURES DE RABBI JACOB,2023-10-22,France 2,FRANCE,4.054371,17.9,Sunday,oui,tt0069747,7.4,15282
MOURIR PEUT ATTENDRE,2023-12-10,France 2,GRANAllemagne BRETAGNE / ETATS UNIS,3.936853,21.2,Sunday,non,tt2382320,7.3,458826
BAC NORD,2023-09-03,France 2,FRANCE,3.760576,18.5,Sunday,oui,tt10404944,6.9,14331
LA FOLIE DES GRANDEURS,2023-04-09,France 2,FRANCE,3.7375,19.9,Sunday,oui,tt0067108,7.2,8249
A COUTEAUX TIRES,2023-04-02,France 2,ETATS UNIS,3.565,18.7,Sunday,non,tt8946378,7.9,801190
JACK REACHER : NEVER GO BACK,2023-01-22,France 2,ETATS UNIS,3.5075,16.8,Sunday,non,tt3393786,6.2,182459
LA FILLE AU BRACELET,2023-12-04,France 3,FRANCE / BELGIQUE,2.702914,12.2,Monday,non,tt7766886,6.6,2485
QUI M'AIME ME SUIVE,2023-01-09,France 3,FRANCE,2.7025,12.0,Monday,non,tt0765142,6.1,241
L'ENQUETE CORSE,2023-02-20,France 3,FRANCE,2.3575,10.6,Monday,oui,tt0380349,5.8,4457
MES HEROS,2023-03-27,France 3,FRANCE,2.2425,9.1,Monday,non,tt2104062,5.7,419
LA FRENCH,2023-01-16,France 3,FRANCE / BELGIQUE,2.1275,10.2,Monday,non,tt2935564,7.1,12609
LA VACHE,2023-12-11,France 3,FRANCE / MAROC,2.115324,10.0,Monday,non,tt0064356,7.9,8227
LA SOUPE AUX CHOUX,2023-10-23,France 3,FRANCE,2.115324,8.8,Monday,oui,tt0083109,6.5,9884
LE MUR DE L'ATLANTIQUE,2023-06-05,France 3,FRANCE,2.073,10.0,Monday,non,tt0066108,5.8,885
LE FILS DE JEAN,2023-02-27,France 3,FRANCE / CanadaNADA,2.07,9.3,Monday,non,tt4741708,7.3,2000
LA GLOIRE DE MON PERE,2023-12-28,France 3,FRANCE,2.056565,10.2,Thursday,oui,tt0099669,7.6,7242
ADIEU POULET,2023-10-20,France 5,FRANCE,1.527734,6.8,Friday,non,tt0072603,6.9,1935
L'HORLOGER DE SAINT-PAUL,2023-02-03,France 5,FRANCE,1.265,6.3,Friday,non,tt0071622,7.1,2928
RIENS DU TOUT,2023-01-06,France 5,FRANCE,1.15,5.4,Friday,non,tt0105260,6.4,913
LE CERCLE ROUGE,2023-06-30,France 5,FRANCE,1.145,7.0,Friday,non,tt0065531,7.9,29702
LA GUERRE DES POLICES,2023-07-21,France 5,FRANCE,1.126,7.0,Friday,oui,tt0079250,6.0,393
LES SENTIMENTS,2023-01-27,France 5,FRANCE,1.0925,5.4,Friday,non,tt0329584,6.3,1110
LA LISTE DE SCHINDLER,2023-09-22,France 5,ETATS UNIS,1.057662,6.5,Friday,non,tt0108052,9.0,1495618
GLORIA MUNDI,2023-03-10,France 5,FRANCE / ITALIE,1.035,5.2,Friday,non,tt9584814,6.5,1022
DANSE AVEC LES LOUPS,2023-12-22,France 5,ETATS UNIS,0.998903,5.5,Friday,non,tt0099348,8.0,297532
GARDE A VUE,2023-11-17,France 5,FRANCE,0.998903,4.6,Friday,non,tt0082436,7.6,5677
POURRIS GATES,2023-07-30,TF1,FRANCE,5.773,31.6,Sunday,oui,tt13079150,6.1,8347
UN HOMME EN COLERE,2023-11-12,TF1,GRANAllemagne BRETAGNE,5.523346,26.3,Sunday,non,tt11083552,7.1,218477
ALIBI.COM,2023-02-12,TF1,FRANCE,5.29,25.3,Sunday,oui,tt5657028,6.5,10494
L'APPEL DE LA FORET,2023-01-01,TF1,ETATS UNIS,5.2325,24.4,Sunday,oui,tt7504726,6.7,59702
ASTERIX ET OBELIX : MISSION CLEOPATRE,2023-01-30,TF1,FRANCE,5.2325,24.1,Monday,non,tt0250223,6.7,59362
ALINE,2023-11-05,TF1,FRANCE / CanadaNADA,5.053274,25.2,Sunday,oui,tt9735462,6.3,3511
LES TUCHE 4,2023-12-03,TF1,FRANCE,4.876997,22.5,Sunday,non,tt12847352,4.5,715
INTOUCHABLES,2023-09-03,TF1,FRANCE,4.70072,24.9,Sunday,oui,tt1675434,8.5,959679
BELLE FILLE,2023-03-05,TF1,FRANCE,4.6575,23.4,Sunday,non,tt10965792,5.8,567
EN EAUX TROUBLES,2023-08-06,TF1,ETATS UNIS,4.583202,25.6,Sunday,oui,tt4779682,5.7,214549
LA 7EME COMPAGNIE AU CLAIR DE LUNE,2023-02-01,TMC,FRANCE,1.38,6.9,Wednesday,non,tt0076684,6.2,1651
MAIS OU EST DONC PASSEE LA 7EME COMPAGNIE ?,2023-01-18,TMC,FRANCE / ITALIE,1.38,6.9,Wednesday,non,tt0070356,6.9,2574
ON A RETROUVE LA 7EME COMPAGNIE,2023-01-25,TMC,FRANCE,1.38,6.7,Wednesday,non,tt0075007,6.7,1922
CAPTAIN AMERICA : FIRST AVENGER,2023-02-20,TMC,ETATS UNIS,1.3225,6.7,Monday,oui,tt0458339,6.9,918040
L'OPERATION CORNED BEEF,2023-08-03,TMC,FRANCE,1.292698,7.5,Thursday,oui,tt0100303,6.1,3156
AVENGERS : ENDGAME,2023-04-24,TMC,ETATS UNIS,1.265,7.2,Monday,oui,tt4154796,8.4,1322252
IRON MAN 3,2023-04-17,TMC,ETATS UNIS,1.265,6.9,Monday,oui,tt1300854,7.1,919465
INDEPENDENCE DAY,2023-05-01,TMC,ETATS UNIS,1.233939,6.9,Monday,non,tt4154796,8.4,1322252
THOR : LE MONDE DES TENEBRES,2023-10-30,TMC,GRANAllemagne BRETAGNE / ETATS UNIS,1.233939,6.0,Monday,oui,tt1981115,6.7,741369
LE JOUR D'APRES,2023-02-09,TMC,ETATS UNIS,1.2075,7.1,Thursday,oui,tt0319262,6.5,490649
POURRIS GATES,2023-12-26,TFX,FRANCE,1.233939,5.9,Tuesday,oui,tt13079150,6.1,8347
THE MASK,2023-05-03,TFX,ETATS UNIS,1.17518,5.5,Wednesday,non,tt0110475,7.0,437204
SALES GOSSES,2023-08-08,TFX,FRANCE,1.116421,6.2,Tuesday,oui,tt6021860,4.7,233
JURASSIC WORLD,2023-04-30,TFX,ETATS UNIS,0.9775,5.0,Sunday,non,tt0369610,6.9,693217
LE RETOUR DU JEDI,2023-11-23,TFX,ETATS UNIS,0.940144,5.0,Thursday,non,tt0086190,8.3,1148641
SPIDER-MAN,2023-03-21,TFX,ETATS UNIS,0.92,4.3,Tuesday,non,tt0145487,7.4,906810
GEOSTORM,2023-11-05,TFX,GRANAllemagne BRETAGNE,0.881385,4.1,Sunday,oui,tt1981128,5.3,123408
TERRIBLE JUNGLE,2023-07-11,TFX,FRANCE,0.852,4.7,Tuesday,oui,tt10366254,5.4,863
ROBIN DES BOIS,2023-11-02,TFX,GRANAllemagne BRETAGNE,0.822626,4.3,Thursday,oui,tt0955308,6.6,288365
LE MAITRE D'ECOLE,2023-12-27,TFX,FRANCE,0.822626,4.1,Wednesday,oui,tt0082726,5.9,1193
EQUALIZER 2,2023-10-16,TF1 Séries Films,ETATS UNIS,0.998903,4.8,Monday,non,tt3766354,6.7,209003
L'ARME FATALE 4,2023-03-30,TF1 Séries Films,ETATS UNIS,0.92,4.6,Thursday,non,tt0122151,6.6,175212
L'ARME FATALE,2023-03-09,TF1 Séries Films,ETATS UNIS,0.8625,4.4,Thursday,non,tt0093409,7.6,283376
L'ARME FATALE 3,2023-03-23,TF1 Séries Films,ETATS UNIS,0.8625,4.3,Thursday,non,tt0104714,6.7,182192
L'ARME FATALE 2,2023-03-16,TF1 Séries Films,ETATS UNIS,0.8625,4.1,Thursday,non,tt0097733,7.3,193347
